county,precinct,office,district,party,candidate,votes,other_votes,blank_votes,total_votes
Accomack County,601 - Accomac,President,,Libertarian,Gary Johnson,16,4,0,1164
Accomack County,601 - Accomac,President,,Independent,Evan McMullin,13,4,0,1164
Accomack County,601 - Accomac,President,,Green,Jill Stein,8,4,0,1164
Accomack County,602 - Tangier,President,,Democratic,Hillary R. Clinton,27,2,0,253
Accomack County,602 - Tangier,President,,Republican,Donald J. Trump,221,2,0,253
Accomack County,602 - Tangier,President,,Libertarian,Gary Johnson,1,2,0,253
Accomack County,602 - Tangier,President,,Independent,Evan McMullin,1,2,0,253
Accomack County,602 - Tangier,President,,Green,Jill Stein,1,2,0,253
Accomack County,701 - Nandua,President,,Democratic,Hillary R. Clinton,805,14,0,1856
Accomack County,701 - Nandua,President,,Republican,Donald J. Trump,976,14,0,1856
Accomack County,701 - Nandua,President,,Libertarian,Gary Johnson,35,14,0,1856
Accomack County,701 - Nandua,President,,Independent,Evan McMullin,19,14,0,1856
Accomack County,701 - Nandua,President,,Green,Jill Stein,7,14,0,1856
Accomack County,801 - Bobtown,President,,Democratic,Hillary R. Clinton,202,4,0,594
Accomack County,801 - Bobtown,President,,Republican,Donald J. Trump,369,4,0,594
Accomack County,801 - Bobtown,President,,Libertarian,Gary Johnson,12,4,0,594
Accomack County,801 - Bobtown,President,,Independent,Evan McMullin,3,4,0,594
Accomack County,801 - Bobtown,President,,Green,Jill Stein,4,4,0,594
Accomack County,802 - Melfa,President,,Democratic,Hillary R. Clinton,436,3,0,850
Accomack County,802 - Melfa,President,,Republican,Donald J. Trump,392,3,0,850
Accomack County,802 - Melfa,President,,Libertarian,Gary Johnson,14,3,0,850
Accomack County,802 - Melfa,President,,Independent,Evan McMullin,5,3,0,850
Accomack County,802 - Melfa,President,,Green,Jill Stein,0,3,0,850
Accomack County,803 - Wachapreague,President,,Democratic,Hillary R. Clinton,138,1,0,496
Accomack County,803 - Wachapreague,President,,Republican,Donald J. Trump,349,1,0,496
Accomack County,803 - Wachapreague,President,,Libertarian,Gary Johnson,6,1,0,496
Accomack County,803 - Wachapreague,President,,Independent,Evan McMullin,2,1,0,496
Accomack County,803 - Wachapreague,President,,Green,Jill Stein,0,1,0,496
Accomack County,901 - Painter,President,,Democratic,Hillary R. Clinton,1042,0,0,1698
Accomack County,901 - Painter,President,,Republican,Donald J. Trump,618,0,0,1698
Accomack County,901 - Painter,President,,Libertarian,Gary Johnson,24,0,0,1698
Accomack County,901 - Painter,President,,Independent,Evan McMullin,10,0,0,1698
Accomack County,901 - Painter,President,,Green,Jill Stein,4,0,0,1698
Accomack County,Ab - Central Absentee Precinct,President,,Democratic,Hillary R. Clinton,784,3,0,1487
Accomack County,Ab - Central Absentee Precinct,President,,Republican,Donald J. Trump,644,3,0,1487
Accomack County,Ab - Central Absentee Precinct,President,,Libertarian,Gary Johnson,32,3,0,1487
Accomack County,Ab - Central Absentee Precinct,President,,Independent,Evan McMullin,16,3,0,1487
Accomack County,Ab - Central Absentee Precinct,President,,Green,Jill Stein,8,3,0,1487
Accomack County,Provisional,President,,Democratic,Hillary R. Clinton,3,0,0,6
Accomack County,Provisional,President,,Republican,Donald J. Trump,1,0,0,6
Accomack County,Provisional,President,,Libertarian,Gary Johnson,2,0,0,6
Accomack County,Provisional,President,,Independent,Evan McMullin,0,0,0,6
Accomack County,Provisional,President,,Green,Jill Stein,0,0,0,6
Albemarle County,101 - Woodbrook,President,,Democratic,Hillary R. Clinton,1192,21,0,2012
Albemarle County,101 - Woodbrook,President,,Republican,Donald J. Trump,680,21,0,2012
Albemarle County,101 - Woodbrook,President,,Libertarian,Gary Johnson,82,21,0,2012
Albemarle County,101 - Woodbrook,President,,Independent,Evan McMullin,23,21,0,2012
Albemarle County,101 - Woodbrook,President,,Green,Jill Stein,14,21,0,2012
Albemarle County,103 - Branchlands,President,,Democratic,Hillary R. Clinton,546,5,0,797
Albemarle County,103 - Branchlands,President,,Republican,Donald J. Trump,208,5,0,797
Albemarle County,103 - Branchlands,President,,Libertarian,Gary Johnson,23,5,0,797
Albemarle County,103 - Branchlands,President,,Independent,Evan McMullin,5,5,0,797
Albemarle County,103 - Branchlands,President,,Green,Jill Stein,10,5,0,797
Albemarle County,104 - Agnor-hurt,President,,Democratic,Hillary R. Clinton,1106,12,0,1627
Albemarle County,104 - Agnor-hurt,President,,Republican,Donald J. Trump,406,12,0,1627
Albemarle County,104 - Agnor-hurt,President,,Libertarian,Gary Johnson,47,12,0,1627
Albemarle County,104 - Agnor-hurt,President,,Independent,Evan McMullin,33,12,0,1627
Albemarle County,104 - Agnor-hurt,President,,Green,Jill Stein,23,12,0,1627
Albemarle County,105 - Dunlora,President,,Democratic,Hillary R. Clinton,1363,19,0,2113
Albemarle County,105 - Dunlora,President,,Republican,Donald J. Trump,592,19,0,2113
Albemarle County,105 - Dunlora,President,,Libertarian,Gary Johnson,61,19,0,2113
Albemarle County,105 - Dunlora,President,,Independent,Evan McMullin,61,19,0,2113
Albemarle County,105 - Dunlora,President,,Green,Jill Stein,17,19,0,2113
Albemarle County,106 - Northside,President,,Democratic,Hillary R. Clinton,1161,16,0,2248
Albemarle County,106 - Northside,President,,Republican,Donald J. Trump,901,16,0,2248
Albemarle County,106 - Northside,President,,Libertarian,Gary Johnson,101,16,0,2248
Albemarle County,106 - Northside,President,,Independent,Evan McMullin,60,16,0,2248
Albemarle County,106 - Northside,President,,Green,Jill Stein,9,16,0,2248
Albemarle County,201 - Jack Jouett,President,,Democratic,Hillary R. Clinton,897,17,0,1528
Albemarle County,201 - Jack Jouett,President,,Republican,Donald J. Trump,531,17,0,1528
Albemarle County,201 - Jack Jouett,President,,Libertarian,Gary Johnson,38,17,0,1528
Albemarle County,201 - Jack Jouett,President,,Independent,Evan McMullin,32,17,0,1528
Albemarle County,201 - Jack Jouett,President,,Green,Jill Stein,13,17,0,1528
Albemarle County,202 - University Hall,President,,Democratic,Hillary R. Clinton,1851,19,0,2496
Albemarle County,202 - University Hall,President,,Republican,Donald J. Trump,407,19,0,2496
Albemarle County,202 - University Hall,President,,Libertarian,Gary Johnson,149,19,0,2496
Albemarle County,202 - University Hall,President,,Independent,Evan McMullin,48,19,0,2496
Albemarle County,202 - University Hall,President,,Green,Jill Stein,22,19,0,2496
Albemarle County,203 - Georgetown,President,,Democratic,Hillary R. Clinton,1338,23,0,1886
Albemarle County,203 - Georgetown,President,,Republican,Donald J. Trump,398,23,0,1886
Albemarle County,203 - Georgetown,President,,Libertarian,Gary Johnson,66,23,0,1886
Albemarle County,203 - Georgetown,President,,Independent,Evan McMullin,40,23,0,1886
Albemarle County,203 - Georgetown,President,,Green,Jill Stein,21,23,0,1886
Albemarle County,204 - Belfield,President,,Democratic,Hillary R. Clinton,431,8,0,784
Albemarle County,204 - Belfield,President,,Republican,Donald J. Trump,290,8,0,784
Albemarle County,204 - Belfield,President,,Libertarian,Gary Johnson,37,8,0,784
Albemarle County,204 - Belfield,President,,Independent,Evan McMullin,16,8,0,784
Albemarle County,204 - Belfield,President,,Green,Jill Stein,2,8,0,784
Albemarle County,301 - Ivy,President,,Democratic,Hillary R. Clinton,1692,12,0,2663
Albemarle County,301 - Ivy,President,,Republican,Donald J. Trump,818,12,0,2663
Albemarle County,301 - Ivy,President,,Libertarian,Gary Johnson,78,12,0,2663
Albemarle County,301 - Ivy,President,,Independent,Evan McMullin,44,12,0,2663
Albemarle County,301 - Ivy,President,,Green,Jill Stein,19,12,0,2663
Albemarle County,302 - Red Hill,President,,Democratic,Hillary R. Clinton,1103,19,0,1951
Albemarle County,302 - Red Hill,President,,Republican,Donald J. Trump,738,19,0,1951
Albemarle County,302 - Red Hill,President,,Libertarian,Gary Johnson,56,19,0,1951
Albemarle County,302 - Red Hill,President,,Independent,Evan McMullin,17,19,0,1951
Albemarle County,302 - Red Hill,President,,Green,Jill Stein,18,19,0,1951
Albemarle County,304 - East Ivy,President,,Democratic,Hillary R. Clinton,397,4,0,692
Albemarle County,304 - East Ivy,President,,Republican,Donald J. Trump,245,4,0,692
Albemarle County,304 - East Ivy,President,,Libertarian,Gary Johnson,25,4,0,692
Albemarle County,304 - East Ivy,President,,Independent,Evan McMullin,18,4,0,692
Albemarle County,304 - East Ivy,President,,Green,Jill Stein,3,4,0,692
Albemarle County,305 - Country Green,President,,Democratic,Hillary R. Clinton,957,19,0,1643
Albemarle County,305 - Country Green,President,,Republican,Donald J. Trump,555,19,0,1643
Albemarle County,305 - Country Green,President,,Libertarian,Gary Johnson,57,19,0,1643
Albemarle County,305 - Country Green,President,,Independent,Evan McMullin,37,19,0,1643
Albemarle County,305 - Country Green,President,,Green,Jill Stein,18,19,0,1643
Albemarle County,306 - Porters,President,,Democratic,Hillary R. Clinton,588,6,0,1041
Albemarle County,306 - Porters,President,,Republican,Donald J. Trump,388,6,0,1041
Albemarle County,306 - Porters,President,,Libertarian,Gary Johnson,32,6,0,1041
Albemarle County,306 - Porters,President,,Independent,Evan McMullin,6,6,0,1041
Albemarle County,306 - Porters,President,,Green,Jill Stein,21,6,0,1041
Albemarle County,307 - Yellow Mountain,President,,Democratic,Hillary R. Clinton,261,8,0,506
Albemarle County,307 - Yellow Mountain,President,,Republican,Donald J. Trump,202,8,0,506
Albemarle County,307 - Yellow Mountain,President,,Libertarian,Gary Johnson,17,8,0,506
Albemarle County,307 - Yellow Mountain,President,,Independent,Evan McMullin,13,8,0,506
Albemarle County,307 - Yellow Mountain,President,,Green,Jill Stein,5,8,0,506
Albemarle County,401 - Scottsville,President,,Democratic,Hillary R. Clinton,445,6,0,1106
Albemarle County,401 - Scottsville,President,,Republican,Donald J. Trump,590,6,0,1106
Albemarle County,401 - Scottsville,President,,Libertarian,Gary Johnson,41,6,0,1106
Albemarle County,401 - Scottsville,President,,Independent,Evan McMullin,12,6,0,1106
Albemarle County,401 - Scottsville,President,,Green,Jill Stein,12,6,0,1106
Albemarle County,402 - Monticello,President,,Democratic,Hillary R. Clinton,445,10,0,1046
Albemarle County,402 - Monticello,President,,Republican,Donald J. Trump,547,10,0,1046
Albemarle County,402 - Monticello,President,,Libertarian,Gary Johnson,25,10,0,1046
Albemarle County,402 - Monticello,President,,Independent,Evan McMullin,8,10,0,1046
Albemarle County,402 - Monticello,President,,Green,Jill Stein,11,10,0,1046
Albemarle County,405 - Cale,President,,Democratic,Hillary R. Clinton,2198,33,0,3288
Albemarle County,405 - Cale,President,,Republican,Donald J. Trump,805,33,0,3288
Albemarle County,405 - Cale,President,,Libertarian,Gary Johnson,142,33,0,3288
Albemarle County,405 - Cale,President,,Independent,Evan McMullin,77,33,0,3288
Albemarle County,405 - Cale,President,,Green,Jill Stein,33,33,0,3288
Albemarle County,406 - Stone Robinson,President,,Democratic,Hillary R. Clinton,909,19,0,2052
Albemarle County,406 - Stone Robinson,President,,Republican,Donald J. Trump,997,19,0,2052
Albemarle County,406 - Stone Robinson,President,,Libertarian,Gary Johnson,73,19,0,2052
Albemarle County,406 - Stone Robinson,President,,Independent,Evan McMullin,40,19,0,2052
Albemarle County,406 - Stone Robinson,President,,Green,Jill Stein,14,19,0,2052
Albemarle County,501 - Keswick,President,,Democratic,Hillary R. Clinton,538,12,0,984
Albemarle County,501 - Keswick,President,,Republican,Donald J. Trump,397,12,0,984
Albemarle County,501 - Keswick,President,,Libertarian,Gary Johnson,21,12,0,984
Albemarle County,501 - Keswick,President,,Independent,Evan McMullin,9,12,0,984
Albemarle County,501 - Keswick,President,,Green,Jill Stein,7,12,0,984
Albemarle County,502 - Stony Point,President,,Democratic,Hillary R. Clinton,534,10,0,1137
Albemarle County,502 - Stony Point,President,,Republican,Donald J. Trump,530,10,0,1137
Albemarle County,502 - Stony Point,President,,Libertarian,Gary Johnson,38,10,0,1137
Albemarle County,502 - Stony Point,President,,Independent,Evan McMullin,19,10,0,1137
Albemarle County,502 - Stony Point,President,,Green,Jill Stein,6,10,0,1137
Albemarle County,503 - Hollymead,President,,Democratic,Hillary R. Clinton,971,21,0,1777
Albemarle County,503 - Hollymead,President,,Republican,Donald J. Trump,654,21,0,1777
Albemarle County,503 - Hollymead,President,,Libertarian,Gary Johnson,69,21,0,1777
Albemarle County,503 - Hollymead,President,,Independent,Evan McMullin,49,21,0,1777
Albemarle County,503 - Hollymead,President,,Green,Jill Stein,13,21,0,1777
Albemarle County,504 - Free Bridge,President,,Democratic,Hillary R. Clinton,1627,27,0,2660
Albemarle County,504 - Free Bridge,President,,Republican,Donald J. Trump,823,27,0,2660
Albemarle County,504 - Free Bridge,President,,Libertarian,Gary Johnson,114,27,0,2660
Albemarle County,504 - Free Bridge,President,,Independent,Evan McMullin,49,27,0,2660
Albemarle County,504 - Free Bridge,President,,Green,Jill Stein,20,27,0,2660
Albemarle County,506 - Baker-butler,President,,Democratic,Hillary R. Clinton,1117,17,0,2244
Albemarle County,506 - Baker-butler,President,,Republican,Donald J. Trump,938,17,0,2244
Albemarle County,506 - Baker-butler,President,,Libertarian,Gary Johnson,89,17,0,2244
Albemarle County,506 - Baker-butler,President,,Independent,Evan McMullin,62,17,0,2244
Albemarle County,506 - Baker-butler,President,,Green,Jill Stein,21,17,0,2244
Albemarle County,601 - Crozet,President,,Democratic,Hillary R. Clinton,1576,25,0,2862
Albemarle County,601 - Crozet,President,,Republican,Donald J. Trump,1081,25,0,2862
Albemarle County,601 - Crozet,President,,Libertarian,Gary Johnson,122,25,0,2862
Albemarle County,601 - Crozet,President,,Independent,Evan McMullin,36,25,0,2862
Albemarle County,601 - Crozet,President,,Green,Jill Stein,22,25,0,2862
Albemarle County,602 - Free Union,President,,Democratic,Hillary R. Clinton,484,9,0,979
Albemarle County,602 - Free Union,President,,Republican,Donald J. Trump,444,9,0,979
Albemarle County,602 - Free Union,President,,Libertarian,Gary Johnson,25,9,0,979
Albemarle County,602 - Free Union,President,,Independent,Evan McMullin,11,9,0,979
Albemarle County,602 - Free Union,President,,Green,Jill Stein,6,9,0,979
Albemarle County,603 - Earlysville,President,,Democratic,Hillary R. Clinton,1061,23,0,2269
Albemarle County,603 - Earlysville,President,,Republican,Donald J. Trump,1045,23,0,2269
Albemarle County,603 - Earlysville,President,,Libertarian,Gary Johnson,82,23,0,2269
Albemarle County,603 - Earlysville,President,,Independent,Evan McMullin,43,23,0,2269
Albemarle County,603 - Earlysville,President,,Green,Jill Stein,15,23,0,2269
Albemarle County,604 - Brownsville,President,,Democratic,Hillary R. Clinton,1802,26,0,3255
Albemarle County,604 - Brownsville,President,,Republican,Donald J. Trump,1192,26,0,3255
Albemarle County,604 - Brownsville,President,,Libertarian,Gary Johnson,152,26,0,3255
Albemarle County,604 - Brownsville,President,,Independent,Evan McMullin,69,26,0,3255
Albemarle County,604 - Brownsville,President,,Green,Jill Stein,14,26,0,3255
Albemarle County,Ab - Central Absentee Precinct,President,,Democratic,Hillary R. Clinton,4707,61,0,6993
Albemarle County,Ab - Central Absentee Precinct,President,,Republican,Donald J. Trump,1828,61,0,6993
Albemarle County,Ab - Central Absentee Precinct,President,,Libertarian,Gary Johnson,238,61,0,6993
Albemarle County,Ab - Central Absentee Precinct,President,,Independent,Evan McMullin,120,61,0,6993
Albemarle County,Ab - Central Absentee Precinct,President,,Green,Jill Stein,39,61,0,6993
Albemarle County,Provisional,President,,Democratic,Hillary R. Clinton,48,1,0,87
Albemarle County,Provisional,President,,Republican,Donald J. Trump,29,1,0,87
Albemarle County,Provisional,President,,Libertarian,Gary Johnson,5,1,0,87
Albemarle County,Provisional,President,,Independent,Evan McMullin,2,1,0,87
Albemarle County,Provisional,President,,Green,Jill Stein,2,1,0,87
Alexandria City,101 - Ladrey Senior Building,President,,Democratic,Hillary R. Clinton,971,23,0,1423
Alexandria City,101 - Ladrey Senior Building,President,,Republican,Donald J. Trump,349,23,0,1423
Alexandria City,101 - Ladrey Senior Building,President,,Libertarian,Gary Johnson,39,23,0,1423
Alexandria City,101 - Ladrey Senior Building,President,,Independent,Evan McMullin,29,23,0,1423
Alexandria City,101 - Ladrey Senior Building,President,,Green,Jill Stein,12,23,0,1423
Alexandria City,102 - City Hall,President,,Democratic,Hillary R. Clinton,879,56,0,1429
Alexandria City,102 - City Hall,President,,Republican,Donald J. Trump,413,56,0,1429
Alexandria City,102 - City Hall,President,,Libertarian,Gary Johnson,52,56,0,1429
Alexandria City,102 - City Hall,President,,Independent,Evan McMullin,22,56,0,1429
Alexandria City,102 - City Hall,President,,Green,Jill Stein,7,56,0,1429
Alexandria City,103 - Lyles Crouch School,President,,Democratic,Hillary R. Clinton,1504,35,0,2147
Alexandria City,103 - Lyles Crouch School,President,,Republican,Donald J. Trump,497,35,0,2147
Alexandria City,103 - Lyles Crouch School,President,,Libertarian,Gary Johnson,58,35,0,2147
Alexandria City,103 - Lyles Crouch School,President,,Independent,Evan McMullin,36,35,0,2147
Alexandria City,103 - Lyles Crouch School,President,,Green,Jill Stein,17,35,0,2147
Alexandria City,104 - Durant Center,President,,Democratic,Hillary R. Clinton,1293,38,0,1717
Alexandria City,104 - Durant Center,President,,Republican,Donald J. Trump,271,38,0,1717
Alexandria City,104 - Durant Center,President,,Libertarian,Gary Johnson,59,38,0,1717
Alexandria City,104 - Durant Center,President,,Independent,Evan McMullin,47,38,0,1717
Alexandria City,104 - Durant Center,President,,Green,Jill Stein,9,38,0,1717
Alexandria City,105 - Lee Center,President,,Democratic,Hillary R. Clinton,1696,43,0,2366
Alexandria City,105 - Lee Center,President,,Republican,Donald J. Trump,480,43,0,2366
Alexandria City,105 - Lee Center,President,,Libertarian,Gary Johnson,79,43,0,2366
Alexandria City,105 - Lee Center,President,,Independent,Evan McMullin,53,43,0,2366
Alexandria City,105 - Lee Center,President,,Green,Jill Stein,15,43,0,2366
Alexandria City,106 - Cora Kelly Center,President,,Democratic,Hillary R. Clinton,2301,32,0,2902
Alexandria City,106 - Cora Kelly Center,President,,Republican,Donald J. Trump,380,32,0,2902
Alexandria City,106 - Cora Kelly Center,President,,Libertarian,Gary Johnson,95,32,0,2902
Alexandria City,106 - Cora Kelly Center,President,,Independent,Evan McMullin,75,32,0,2902
Alexandria City,106 - Cora Kelly Center,President,,Green,Jill Stein,19,32,0,2902
Alexandria City,107 - Mt Vernon Recreation Center,President,,Democratic,Hillary R. Clinton,2384,52,0,3112
Alexandria City,107 - Mt Vernon Recreation Center,President,,Republican,Donald J. Trump,486,52,0,3112
Alexandria City,107 - Mt Vernon Recreation Center,President,,Libertarian,Gary Johnson,88,52,0,3112
Alexandria City,107 - Mt Vernon Recreation Center,President,,Independent,Evan McMullin,79,52,0,3112
Alexandria City,107 - Mt Vernon Recreation Center,President,,Green,Jill Stein,23,52,0,3112
Alexandria City,108 - George Washington Middle Sch,President,,Democratic,Hillary R. Clinton,2165,49,0,2812
Alexandria City,108 - George Washington Middle Sch,President,,Republican,Donald J. Trump,397,49,0,2812
Alexandria City,108 - George Washington Middle Sch,President,,Libertarian,Gary Johnson,91,49,0,2812
Alexandria City,108 - George Washington Middle Sch,President,,Independent,Evan McMullin,85,49,0,2812
Alexandria City,108 - George Washington Middle Sch,President,,Green,Jill Stein,25,49,0,2812
Alexandria City,109 - Fire Department Headquarters,President,,Democratic,Hillary R. Clinton,1012,28,0,1515
Alexandria City,109 - Fire Department Headquarters,President,,Republican,Donald J. Trump,351,28,0,1515
Alexandria City,109 - Fire Department Headquarters,President,,Libertarian,Gary Johnson,65,28,0,1515
Alexandria City,109 - Fire Department Headquarters,President,,Independent,Evan McMullin,46,28,0,1515
Alexandria City,109 - Fire Department Headquarters,President,,Green,Jill Stein,13,28,0,1515
Alexandria City,110 - Charles Houston Center,President,,Democratic,Hillary R. Clinton,1488,22,0,1887
Alexandria City,110 - Charles Houston Center,President,,Republican,Donald J. Trump,246,22,0,1887
Alexandria City,110 - Charles Houston Center,President,,Libertarian,Gary Johnson,66,22,0,1887
Alexandria City,110 - Charles Houston Center,President,,Independent,Evan McMullin,42,22,0,1887
Alexandria City,110 - Charles Houston Center,President,,Green,Jill Stein,23,22,0,1887
Alexandria City,201 - Maury School,President,,Democratic,Hillary R. Clinton,1294,37,0,1729
Alexandria City,201 - Maury School,President,,Republican,Donald J. Trump,299,37,0,1729
Alexandria City,201 - Maury School,President,,Libertarian,Gary Johnson,49,37,0,1729
Alexandria City,201 - Maury School,President,,Independent,Evan McMullin,36,37,0,1729
Alexandria City,201 - Maury School,President,,Green,Jill Stein,14,37,0,1729
Alexandria City,202 - George Mason School,President,,Democratic,Hillary R. Clinton,1228,58,0,1797
Alexandria City,202 - George Mason School,President,,Republican,Donald J. Trump,404,58,0,1797
Alexandria City,202 - George Mason School,President,,Libertarian,Gary Johnson,45,58,0,1797
Alexandria City,202 - George Mason School,President,,Independent,Evan McMullin,55,58,0,1797
Alexandria City,202 - George Mason School,President,,Green,Jill Stein,7,58,0,1797
Alexandria City,203 - Agudas Achim Synagogue,President,,Democratic,Hillary R. Clinton,1482,28,0,1917
Alexandria City,203 - Agudas Achim Synagogue,President,,Republican,Donald J. Trump,296,28,0,1917
Alexandria City,203 - Agudas Achim Synagogue,President,,Libertarian,Gary Johnson,45,28,0,1917
Alexandria City,203 - Agudas Achim Synagogue,President,,Independent,Evan McMullin,52,28,0,1917
Alexandria City,203 - Agudas Achim Synagogue,President,,Green,Jill Stein,14,28,0,1917
Alexandria City,204 - Blessed Sacrament Church,President,,Democratic,Hillary R. Clinton,1186,50,0,1730
Alexandria City,204 - Blessed Sacrament Church,President,,Republican,Donald J. Trump,391,50,0,1730
Alexandria City,204 - Blessed Sacrament Church,President,,Libertarian,Gary Johnson,49,50,0,1730
Alexandria City,204 - Blessed Sacrament Church,President,,Independent,Evan McMullin,40,50,0,1730
Alexandria City,204 - Blessed Sacrament Church,President,,Green,Jill Stein,14,50,0,1730
Alexandria City,205 - Douglas Macarthur School,President,,Democratic,Hillary R. Clinton,1566,58,0,2264
Alexandria City,205 - Douglas Macarthur School,President,,Republican,Donald J. Trump,500,58,0,2264
Alexandria City,205 - Douglas Macarthur School,President,,Libertarian,Gary Johnson,77,58,0,2264
Alexandria City,205 - Douglas Macarthur School,President,,Independent,Evan McMullin,54,58,0,2264
Alexandria City,205 - Douglas Macarthur School,President,,Green,Jill Stein,9,58,0,2264
Alexandria City,206 - Chinquapin Park Recreation Ctr,President,,Democratic,Hillary R. Clinton,1239,26,0,1709
Alexandria City,206 - Chinquapin Park Recreation Ctr,President,,Republican,Donald J. Trump,356,26,0,1709
Alexandria City,206 - Chinquapin Park Recreation Ctr,President,,Libertarian,Gary Johnson,44,26,0,1709
Alexandria City,206 - Chinquapin Park Recreation Ctr,President,,Independent,Evan McMullin,31,26,0,1709
Alexandria City,206 - Chinquapin Park Recreation Ctr,President,,Green,Jill Stein,13,26,0,1709
Alexandria City,207 - Temple Beth El Synagogue,President,,Democratic,Hillary R. Clinton,1557,40,0,2247
Alexandria City,207 - Temple Beth El Synagogue,President,,Republican,Donald J. Trump,519,40,0,2247
Alexandria City,207 - Temple Beth El Synagogue,President,,Libertarian,Gary Johnson,68,40,0,2247
Alexandria City,207 - Temple Beth El Synagogue,President,,Independent,Evan McMullin,46,40,0,2247
Alexandria City,207 - Temple Beth El Synagogue,President,,Green,Jill Stein,17,40,0,2247
Alexandria City,208 - Nova Arts Center,President,,Democratic,Hillary R. Clinton,1722,23,0,2261
Alexandria City,208 - Nova Arts Center,President,,Republican,Donald J. Trump,389,23,0,2261
Alexandria City,208 - Nova Arts Center,President,,Libertarian,Gary Johnson,60,23,0,2261
Alexandria City,208 - Nova Arts Center,President,,Independent,Evan McMullin,37,23,0,2261
Alexandria City,208 - Nova Arts Center,President,,Green,Jill Stein,30,23,0,2261
Alexandria City,209 - James K Polk School,President,,Democratic,Hillary R. Clinton,1835,23,0,2378
Alexandria City,209 - James K Polk School,President,,Republican,Donald J. Trump,414,23,0,2378
Alexandria City,209 - James K Polk School,President,,Libertarian,Gary Johnson,49,23,0,2378
Alexandria City,209 - James K Polk School,President,,Independent,Evan McMullin,40,23,0,2378
Alexandria City,209 - James K Polk School,President,,Green,Jill Stein,17,23,0,2378
